Date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,dn,mavg,up,direction
2023-11-16,106.699997,110.230003,106.599998,109.989998,58840500,109.515186,104.7510059,111.9216665,119.0923271,Increasing
2023-11-17,109.809998,110.349998,108.830002,109.949997,27632000,109.475358,104.7146129,111.5609998,118.4073868,Increasing
2023-11-18,109.720001,110.540001,109.660004,110.059998,28428900,109.584883,104.7692524,111.2354999,117.7017473,Increasing
2023-11-21,110.120003,111.989998,110.010002,111.730003,29264600,111.24768,105.1220606,110.9244999,116.7269392,Increasing
2023-11-22,111.949997,112.419998,111.400002,111.800003,25965500,111.317377,105.7677941,110.6195,115.4712059,Decreasing
2023-11-23,111.360001,111.510002,110.330002,111.230003,27426400,110.749838,105.9757861,110.4273336,114.8788811,Decreasing
2023-11-25,111.129997,111.870003,110.949997,111.790001,11475900,111.307418,106.2500685,110.2635002,114.2769319,Increasing
2023-11-28,111.43,112.470001,111.389999,111.57,27194000,111.088367,106.4669758,110.1476669,113.8283581,Increasing
2023-11-29,110.779999,112.029999,110.07,111.459999,28528800,110.978841,106.6715909,110.0241669,113.3767429,Increasing
2023-11-30,111.599998,112.199997,110.269997,110.519997,36162300,110.042897,106.7073677,109.9775002,113.2476326,Decreasing
2023-12-01,110.370003,110.940002,109.029999,109.489998,37086900,109.017344,106.7117004,109.8823335,113.0529667,Decreasing
2023-12-02,109.169998,110.089996,108.849998,109.900002,26528000,109.425578,106.681775,109.8490001,113.0162251,Increasing
2023-12-05,110,110.029999,108.25,109.110001,34324500,108.638987,106.6879517,109.8521668,113.0163819,Decreasing
2023-12-06,109.5,110.360001,109.190002,109.949997,26195500,109.475358,106.675792,109.8375,112.9992081,Increasing
2023-12-07,109.260002,111.190002,109.160004,111.029999,29998700,110.550697,106.6764188,109.8191669,112.9619149,Increasing
2023-12-08,110.860001,112.43,110.599998,112.120003,27068300,111.635996,106.6517826,109.9008335,113.1498845,Increasing
2023-12-09,112.309998,114.699997,112.309998,113.949997,34402600,113.45809,106.6325587,110.1716668,113.7107748,Increasing
2023-12-12,113.290001,115,112.489998,113.300003,26374400,112.810902,106.7708758,110.454,114.1371242,Increasing
2023-12-13,113.839996,115.919998,113.75,115.190002,43733800,114.692743,107.3615315,110.9083334,114.4551352,Increasing
2023-12-14,115.040001,116.199997,114.980003,115.190002,34031800,114.692743,107.7378136,111.332,114.9261863,Increasing
2023-12-15,115.379997,116.730003,115.230003,115.82,46524500,115.32002,107.7433259,111.6813334,115.6193409,Increasing
2023-12-16,116.470001,116.5,115.650002,115.970001,44351100,115.469374,107.7399492,111.9978335,116.2557178,Decreasing
2023-12-19,115.800003,117.379997,115.75,116.639999,27779400,116.13648,107.7193352,112.3230001,116.926665,Increasing
2023-12-20,116.739998,117.5,116.68,116.949997,21425000,116.445139,107.6049562,112.613,117.6210437,Increasing
2023-12-21,116.800003,117.400002,116.779999,117.059998,23783200,116.554665,107.5169534,112.8733332,118.2297131,Increasing
2023-12-22,116.349998,116.510002,115.639999,116.290001,26085900,115.787993,107.6626209,113.1294998,118.5963787,Decreasing
2023-12-23,115.589996,116.519997,115.589996,116.519997,14249500,116.016995,107.790121,113.3631663,118.9362116,Increasing
2023-12-27,116.519997,117.800003,116.489998,117.260002,18296900,116.753806,107.8693355,113.631833,119.3943306,Increasing
2023-12-28,117.519997,118.019997,116.199997,116.760002,20905900,116.255965,108.0969306,113.9221663,119.747402,Decreasing
2023-12-29,116.449997,117.110001,116.400002,116.730003,15039500,116.226096,108.4229062,114.2096666,119.9964269,Increasing
2023-12-30,116.650002,117.199997,115.43,115.82,30586300,115.32002,109.050306,114.5261665,120.0020271,Decreasing
2024-01-03,115.800003,116.330002,114.760002,116.150002,28781900,115.648597,109.824879,114.8328334,119.8407878,Increasing
2024-01-04,115.849998,116.510002,115.75,116.019997,21118100,115.519154,110.8905411,115.181,119.4714589,Increasing
2024-01-05,115.919998,116.860001,115.809998,116.610001,22193600,116.106611,111.9660727,115.5106667,119.0552606,Increasing
2024-01-06,116.779999,118.160004,116.470001,117.910004,31751900,117.401002,113.0764095,115.8633334,118.6502573,Increasing
2024-01-09,117.949997,119.43,117.940002,118.989998,33387600,118.476334,113.863686,116.2168334,118.5699808,Increasing
